GenOpt(R) Version 3.1.1, March 29, 2016

Lawrence Berkeley National Laboratory
http://simulationresearch.lbl.gov
Michael Wetter, MWetter@lbl.gov

GenOpt Copyright (c) 1998-2016, The Regents of the
University of California, through Lawrence Berkeley
National Laboratory (subject to receipt of any 
required approvals from the U.S. Dept. of Energy).
All rights reserved.
_______________________________________________________________

Results of GPSHookeJeeves algorithm
Start time: Thu Oct 26 09:30:01 EET 2017

All Iterations


Simulation Number	Main Iteration	Sub Iteration	Step Number	f(x)	c1	c2	cs1	cs2	RPar	RSer
602	66	11	1	0.3058673246829996	0.005482	4.74E-4	0.8509	0.004233	350.9	0.00286	Global search reduced cost.
605	67	1	1	0.30530646508506504	0.005483	4.72E-4	0.8526	0.004225	352.6	0.00287	Exploration base, Delta = 1.0.
606	67	2	1	0.30536794739929735	0.005484	4.72E-4	0.8526	0.004225	352.6	0.00287	Cost not reduced at c1+dc1.
607	67	3	1	0.30531601095905636	0.005482	4.72E-4	0.8526	0.004225	352.6	0.00287	Cost not reduced at c1-dc1.
608	67	4	1	0.3053017299175439	0.005483	4.71E-4	0.8526	0.004225	352.6	0.00287	Cost reduced     at c2-dc2.
609	67	5	1	0.30527495070940186	0.005483	4.71E-4	0.8527	0.004225	352.6	0.00287	Cost reduced     at cs1+dcs1.
610	67	6	1	0.3052609305378033	0.005483	4.71E-4	0.8527	0.004224	352.6	0.00287	Cost reduced     at cs2-dcs2.
611	67	7	1	0.3052606397244545	0.005483	4.71E-4	0.8527	0.004224	352.7	0.00287	Cost reduced     at RPar+dRPar.
612	67	8	1	0.30528455266847265	0.005483	4.71E-4	0.8527	0.004224	352.7	0.00288	Cost not reduced at RSer+dRSer.
613	67	9	1	0.30526166015161676	0.005483	4.71E-4	0.8527	0.004224	352.7	0.00286	Cost not reduced at RSer-dRSer.
611	67	10	1	0.3052606397244545	0.005483	4.71E-4	0.8527	0.004224	352.7	0.00287	Global search reduced cost.
614	68	1	1	0.30465527983115315	0.005484	4.68E-4	0.8545	0.004215	354.5	0.00288	Exploration base, Delta = 1.0.
615	68	2	1	0.30469324035492823	0.005485	4.68E-4	0.8545	0.004215	354.5	0.00288	Cost not reduced at c1+dc1.
616	68	3	1	0.304687931765783	0.005483	4.68E-4	0.8545	0.004215	354.5	0.00288	Cost not reduced at c1-dc1.
617	68	4	1	0.3046584141998682	0.005484	4.67E-4	0.8545	0.004215	354.5	0.00288	Cost not reduced at c2-dc2.
618	68	5	1	0.30466043672428544	0.005484	4.69E-4	0.8545	0.004215	354.5	0.00288	Cost not reduced at c2+dc2.
619	68	6	1	0.30462888156358076	0.005484	4.68E-4	0.8546	0.004215	354.5	0.00288	Cost reduced     at cs1+dcs1.
620	68	7	1	0.30461395372453126	0.005484	4.68E-4	0.8546	0.004214	354.5	0.00288	Cost reduced     at cs2-dcs2.
621	68	8	1	0.30461366583054156	0.005484	4.68E-4	0.8546	0.004214	354.6	0.00288	Cost reduced     at RPar+dRPar.
622	68	9	1	0.3046390992259295	0.005484	4.68E-4	0.8546	0.004214	354.6	0.00289	Cost not reduced at RSer+dRSer.
623	68	10	1	0.30461216908379124	0.005484	4.68E-4	0.8546	0.004214	354.6	0.00287	Cost reduced     at RSer-dRSer.
623	68	11	1	0.30461216908379124	0.005484	4.68E-4	0.8546	0.004214	354.6	0.00287	Global search reduced cost.
624	69	1	1	0.3040372735135069	0.005485	4.65E-4	0.8565	0.004204	356.5	0.00287	Exploration base, Delta = 1.0.
625	69	2	1	0.3041223203109794	0.005486	4.65E-4	0.8565	0.004204	356.5	0.00287	Cost not reduced at c1+dc1.
626	69	3	1	0.303975663638029	0.005484	4.65E-4	0.8565	0.004204	356.5	0.00287	Cost reduced     at c1-dc1.
627	69	4	1	0.3039904357372523	0.005484	4.64E-4	0.8565	0.004204	356.5	0.00287	Cost not reduced at c2-dc2.
628	69	5	1	0.3040311739612366	0.005484	4.66E-4	0.8565	0.004204	356.5	0.00287	Cost not reduced at c2+dc2.
629	69	6	1	0.30394771929121434	0.005484	4.65E-4	0.8566	0.004204	356.5	0.00287	Cost reduced     at cs1+dcs1.
630	69	7	1	0.3039994746811904	0.005484	4.65E-4	0.8566	0.004203	356.5	0.00287	Cost not reduced at cs2-dcs2.
631	69	8	1	0.30395923899247185	0.005484	4.65E-4	0.8566	0.004205	356.5	0.00287	Cost not reduced at cs2+dcs2.
632	69	9	1	0.30394743048596257	0.005484	4.65E-4	0.8566	0.004204	356.6	0.00287	Cost reduced     at RPar+dRPar.
633	69	10	1	0.3040251277877816	0.005484	4.65E-4	0.8566	0.004204	356.6	0.00286	Cost not reduced at RSer-dRSer.
634	69	11	1	0.30394816706417205	0.005484	4.65E-4	0.8566	0.004204	356.6	0.00288	Cost not reduced at RSer+dRSer.
632	69	12	1	0.30394743048596257	0.005484	4.65E-4	0.8566	0.004204	356.6	0.00287	Global search reduced cost.
635	70	1	1	0.3033927098200171	0.005484	4.62E-4	0.8586	0.004194	358.6	0.00287	Exploration base, Delta = 1.0.
636	70	2	1	0.30345794367983725	0.005483	4.62E-4	0.8586	0.004194	358.6	0.00287	Cost not reduced at c1-dc1.
637	70	3	1	0.3033421905628065	0.005485	4.62E-4	0.8586	0.004194	358.6	0.00287	Cost reduced     at c1+dc1.
638	70	4	1	0.30335138492880337	0.005485	4.61E-4	0.8586	0.004194	358.6	0.00287	Cost not reduced at c2-dc2.
639	70	5	1	0.3033415329239152	0.005485	4.63E-4	0.8586	0.004194	358.6	0.00287	Cost reduced     at c2+dc2.
640	70	6	1	0.30331256297694253	0.005485	4.63E-4	0.8587	0.004194	358.6	0.00287	Cost reduced     at cs1+dcs1.
641	70	7	1	0.30330707586275996	0.005485	4.63E-4	0.8587	0.004193	358.6	0.00287	Cost reduced     at cs2-dcs2.
642	70	8	1	0.3033068046913579	0.005485	4.63E-4	0.8587	0.004193	358.7	0.00287	Cost reduced     at RPar+dRPar.
643	70	9	1	0.3033559512057572	0.005485	4.63E-4	0.8587	0.004193	358.7	0.00286	Cost not reduced at RSer-dRSer.
644	70	10	1	0.3032170051513597	0.005485	4.63E-4	0.8587	0.004193	358.7	0.00288	Cost reduced     at RSer+dRSer.
644	70	11	1	0.3032170051513597	0.005485	4.63E-4	0.8587	0.004193	358.7	0.00288	Global search reduced cost.
645	71	1	1	0.3025017609922556	0.005486	4.61E-4	0.8608	0.004182	360.8	0.00289	Exploration base, Delta = 1.0.
646	71	2	1	0.3026317152179295	0.005487	4.61E-4	0.8608	0.004182	360.8	0.00289	Cost not reduced at c1+dc1.
647	71	3	1	0.30251476227679674	0.005485	4.61E-4	0.8608	0.004182	360.8	0.00289	Cost not reduced at c1-dc1.
648	71	4	1	0.3025223359469929	0.005486	4.62E-4	0.8608	0.004182	360.8	0.00289	Cost not reduced at c2+dc2.
649	71	5	1	0.3024981376787202	0.005486	4.6E-4	0.8608	0.004182	360.8	0.00289	Cost reduced     at c2-dc2.
650	71	6	1	0.302470595519949	0.005486	4.6E-4	0.8609	0.004182	360.8	0.00289	Cost reduced     at cs1+dcs1.
651	71	7	1	0.3024601905814952	0.005486	4.6E-4	0.8609	0.004181	360.8	0.00289	Cost reduced     at cs2-dcs2.
652	71	8	1	0.3024599169081396	0.005486	4.6E-4	0.8609	0.004181	360.9	0.00289	Cost reduced     at RPar+dRPar.
653	71	9	1	0.3024507430802609	0.005486	4.6E-4	0.8609	0.004181	360.9	0.0029	Cost reduced     at RSer+dRSer.
653	71	10	1	0.3024507430802609	0.005486	4.6E-4	0.8609	0.004181	360.9	0.0029	Global search reduced cost.
654	72	1	1	0.30170334526593046	0.005487	4.57E-4	0.8631	0.004169	363.1	0.00292	Exploration base, Delta = 1.0.
655	72	2	1	0.30171580689667743	0.005488	4.57E-4	0.8631	0.004169	363.1	0.00292	Cost not reduced at c1+dc1.
656	72	3	1	0.30228021884487566	0.005486	4.57E-4	0.8631	0.004169	363.1	0.00292	Cost not reduced at c1-dc1.
657	72	4	1	0.3022265033301375	0.005487	4.56E-4	0.8631	0.004169	363.1	0.00292	Cost not reduced at c2-dc2.
658	72	5	1	0.30169319558507085	0.005487	4.58E-4	0.8631	0.004169	363.1	0.00292	Cost reduced     at c2+dc2.
659	72	6	1	0.3016729324011274	0.005487	4.58E-4	0.8632	0.004169	363.1	0.00292	Cost reduced     at cs1+dcs1.
660	72	7	1	0.30165052787201124	0.005487	4.58E-4	0.8632	0.004168	363.1	0.00292	Cost reduced     at cs2-dcs2.
661	72	8	1	0.30165025188623057	0.005487	4.58E-4	0.8632	0.004168	363.2	0.00292	Cost reduced     at RPar+dRPar.
662	72	9	1	0.3021837769252954	0.005487	4.58E-4	0.8632	0.004168	363.2	0.00293	Cost not reduced at RSer+dRSer.
663	72	10	1	0.30165086465644125	0.005487	4.58E-4	0.8632	0.004168	363.2	0.00291	Cost not reduced at RSer-dRSer.
661	72	11	1	0.30165025188623057	0.005487	4.58E-4	0.8632	0.004168	363.2	0.00292	Global search reduced cost.
664	73	1	1	0.30136734064715187	0.005488	4.56E-4	0.8655	0.004155	365.5	0.00294	Exploration base, Delta = 1.0.
665	73	2	1	0.3009226224150551	0.005489	4.56E-4	0.8655	0.004155	365.5	0.00294	Cost reduced     at c1+dc1.
666	73	3	1	0.300957166495741	0.005489	4.57E-4	0.8655	0.004155	365.5	0.00294	Cost not reduced at c2+dc2.
667	73	4	1	0.30089645575267093	0.005489	4.55E-4	0.8655	0.004155	365.5	0.00294	Cost reduced     at c2-dc2.
668	73	5	1	0.3008708185214632	0.005489	4.55E-4	0.8656	0.004155	365.5	0.00294	Cost reduced     at cs1+dcs1.
669	73	6	1	0.30085483546764213	0.005489	4.55E-4	0.8656	0.004154	365.5	0.00294	Cost reduced     at cs2-dcs2.
670	73	7	1	0.30085457719404674	0.005489	4.55E-4	0.8656	0.004154	365.6	0.00294	Cost reduced     at RPar+dRPar.
671	73	8	1	0.30137883175665303	0.005489	4.55E-4	0.8656	0.004154	365.6	0.00295	Cost not reduced at RSer+dRSer.
672	73	9	1	0.3008611960805999	0.005489	4.55E-4	0.8656	0.004154	365.6	0.00293	Cost not reduced at RSer-dRSer.
670	73	10	1	0.30085457719404674	0.005489	4.55E-4	0.8656	0.004154	365.6	0.00294	Global search reduced cost.
673	74	1	1	0.3001164657006298	0.005491	4.52E-4	0.868	0.00414	368.0	0.00296	Exploration base, Delta = 1.0.
674	74	2	1	0.30028720659914965	0.005492	4.52E-4	0.868	0.00414	368.0	0.00296	Cost not reduced at c1+dc1.
675	74	3	1	0.3005213622113353	0.00549	4.52E-4	0.868	0.00414	368.0	0.00296	Cost not reduced at c1-dc1.
676	74	4	1	0.30007471132098523	0.005491	4.51E-4	0.868	0.00414	368.0	0.00296	Cost reduced     at c2-dc2.
677	74	5	1	0.30004892065074307	0.005491	4.51E-4	0.8681	0.00414	368.0	0.00296	Cost reduced     at cs1+dcs1.
678	74	6	1	0.3000336594388267	0.005491	4.51E-4	0.8681	0.004139	368.0	0.00296	Cost reduced     at cs2-dcs2.
679	74	7	1	0.30003341409808315	0.005491	4.51E-4	0.8681	0.004139	368.1	0.00296	Cost reduced     at RPar+dRPar.
680	74	8	1	0.30054637707844956	0.005491	4.51E-4	0.8681	0.004139	368.1	0.00297	Cost not reduced at RSer+dRSer.
681	74	9	1	0.30004343857978166	0.005491	4.51E-4	0.8681	0.004139	368.1	0.00295	Cost not reduced at RSer-dRSer.
679	74	10	1	0.30003341409808315	0.005491	4.51E-4	0.8681	0.004139	368.1	0.00296	Global search reduced cost.
682	75	1	1	0.29924199637652166	0.005493	4.47E-4	0.8706	0.004124	370.6	0.00298	Exploration base, Delta = 1.0.
683	75	2	1	0.2996206112862287	0.005494	4.47E-4	0.8706	0.004124	370.6	0.00298	Cost not reduced at c1+dc1.
684	75	3	1	0.29962033731868487	0.005492	4.47E-4	0.8706	0.004124	370.6	0.00298	Cost not reduced at c1-dc1.
685	75	4	1	0.2991919554548754	0.005493	4.46E-4	0.8706	0.004124	370.6	0.00298	Cost reduced     at c2-dc2.
686	75	5	1	0.2996649497201591	0.005493	4.46E-4	0.8707	0.004124	370.6	0.00298	Cost not reduced at cs1+dcs1.
687	75	6	1	0.29921799784127334	0.005493	4.46E-4	0.8705	0.004124	370.6	0.00298	Cost not reduced at cs1-dcs1.
688	75	7	1	0.29917730584089447	0.005493	4.46E-4	0.8706	0.004123	370.6	0.00298	Cost reduced     at cs2-dcs2.
689	75	8	1	0.2991770692443772	0.005493	4.46E-4	0.8706	0.004123	370.7	0.00298	Cost reduced     at RPar+dRPar.
690	75	9	1	0.299683632164176	0.005493	4.46E-4	0.8706	0.004123	370.7	0.00299	Cost not reduced at RSer+dRSer.
691	75	10	1	0.29918928094831526	0.005493	4.46E-4	0.8706	0.004123	370.7	0.00297	Cost not reduced at RSer-dRSer.
689	75	11	1	0.2991770692443772	0.005493	4.46E-4	0.8706	0.004123	370.7	0.00298	Global search reduced cost.
692	76	1	1	0.29832766155348683	0.005495	4.41E-4	0.8731	0.004107	373.3	0.003	Exploration base, Delta = 1.0.
693	76	2	1	0.298710272677027	0.005496	4.41E-4	0.8731	0.004107	373.3	0.003	Cost not reduced at c1+dc1.
694	76	3	1	0.29869528476460444	0.005494	4.41E-4	0.8731	0.004107	373.3	0.003	Cost not reduced at c1-dc1.
695	76	4	1	0.29827592439780604	0.005495	4.4E-4	0.8731	0.004107	373.3	0.003	Cost reduced     at c2-dc2.
696	76	5	1	0.29824972953476725	0.005495	4.4E-4	0.8732	0.004107	373.3	0.003	Cost reduced     at cs1+dcs1.
697	76	6	1	0.29823509274950294	0.005495	4.4E-4	0.8732	0.004106	373.3	0.003	Cost reduced     at cs2-dcs2.
698	76	7	1	0.29823486031107027	0.005495	4.4E-4	0.8732	0.004106	373.4	0.003	Cost reduced     at RPar+dRPar.
699	76	8	1	0.2987382485149271	0.005495	4.4E-4	0.8732	0.004106	373.4	0.00301	Cost not reduced at RSer+dRSer.
700	76	9	1	0.2982466118349414	0.005495	4.4E-4	0.8732	0.004106	373.4	0.00299	Cost not reduced at RSer-dRSer.
698	76	10	1	0.29823486031107027	0.005495	4.4E-4	0.8732	0.004106	373.4	0.003	Global search reduced cost.
701	77	1	1	0.2972898370008104	0.005497	4.34E-4	0.8758	0.004089	376.1	0.00302	Exploration base, Delta = 1.0.
702	77	2	1	0.29765967919008024	0.005498	4.34E-4	0.8758	0.004089	376.1	0.00302	Cost not reduced at c1+dc1.
703	77	3	1	0.29767218203198004	0.005496	4.34E-4	0.8758	0.004089	376.1	0.00302	Cost not reduced at c1-dc1.
704	77	4	1	0.2972441948063956	0.005497	4.33E-4	0.8758	0.004089	376.1	0.00302	Cost reduced     at c2-dc2.
705	77	5	1	0.29721794704008214	0.005497	4.33E-4	0.8759	0.004089	376.1	0.00302	Cost reduced     at cs1+dcs1.
706	77	6	1	0.2972027188598728	0.005497	4.33E-4	0.8759	0.004088	376.1	0.00302	Cost reduced     at cs2-dcs2.
707	77	7	1	0.29720248613964606	0.005497	4.33E-4	0.8759	0.004088	376.2	0.00302	Cost reduced     at RPar+dRPar.
708	77	8	1	0.297705946186746	0.005497	4.33E-4	0.8759	0.004088	376.2	0.00303	Cost not reduced at RSer+dRSer.
709	77	9	1	0.2972111152412869	0.005497	4.33E-4	0.8759	0.004088	376.2	0.00301	Cost not reduced at RSer-dRSer.
707	77	10	1	0.29720248613964606	0.005497	4.33E-4	0.8759	0.004088	376.2	0.00302	Global search reduced cost.
710	78	1	1	0.2961713162714188	0.005499	4.26E-4	0.8786	0.00407	379.0	0.00304	Exploration base, Delta = 1.0.
711	78	2	1	0.29631423833396564	0.0055	4.26E-4	0.8786	0.00407	379.0	0.00304	Cost not reduced at c1+dc1.
712	78	3	1	0.2965908893357849	0.005498	4.26E-4	0.8786	0.00407	379.0	0.00304	Cost not reduced at c1-dc1.
713	78	4	1	0.29613926078091485	0.005499	4.25E-4	0.8786	0.00407	379.0	0.00304	Cost reduced     at c2-dc2.
714	78	5	1	0.2961130619466464	0.005499	4.25E-4	0.8787	0.00407	379.0	0.00304	Cost reduced     at cs1+dcs1.
715	78	6	1	0.2960966328310744	0.005499	4.25E-4	0.8787	0.004069	379.0	0.00304	Cost reduced     at cs2-dcs2.
716	78	7	1	0.2960963955518006	0.005499	4.25E-4	0.8787	0.004069	379.1	0.00304	Cost reduced     at RPar+dRPar.
717	78	8	1	0.2966073656728898	0.005499	4.25E-4	0.8787	0.004069	379.1	0.00305	Cost not reduced at RSer+dRSer.
718	78	9	1	0.29609561150310126	0.005499	4.25E-4	0.8787	0.004069	379.1	0.00303	Cost reduced     at RSer-dRSer.
718	78	10	1	0.29609561150310126	0.005499	4.25E-4	0.8787	0.004069	379.1	0.00303	Global search reduced cost.
719	79	1	1	0.29502291604051967	0.005501	4.17E-4	0.8815	0.00405	382.0	0.00304	Exploration base, Delta = 1.0.
720	79	2	1	0.29531789562075844	0.005502	4.17E-4	0.8815	0.00405	382.0	0.00304	Cost not reduced at c1+dc1.
721	79	3	1	0.2949794955704894	0.0055	4.17E-4	0.8815	0.00405	382.0	0.00304	Cost reduced     at c1-dc1.
722	79	4	1	0.29498164880254363	0.0055	4.16E-4	0.8815	0.00405	382.0	0.00304	Cost not reduced at c2-dc2.
723	79	5	1	0.29498588264077813	0.0055	4.18E-4	0.8815	0.00405	382.0	0.00304	Cost not reduced at c2+dc2.
724	79	6	1	0.2949512795176908	0.0055	4.17E-4	0.8816	0.00405	382.0	0.00304	Cost reduced     at cs1+dcs1.
725	79	7	1	0.29493994385104744	0.0055	4.17E-4	0.8816	0.004049	382.0	0.00304	Cost reduced     at cs2-dcs2.
726	79	8	1	0.2949397009040056	0.0055	4.17E-4	0.8816	0.004049	382.1	0.00304	Cost reduced     at RPar+dRPar.
727	79	9	1	0.2949672316367838	0.0055	4.17E-4	0.8816	0.004049	382.1	0.00303	Cost not reduced at RSer-dRSer.
728	79	10	1	0.2949347602394872	0.0055	4.17E-4	0.8816	0.004049	382.1	0.00305	Cost reduced     at RSer+dRSer.
728	79	11	1	0.2949347602394872	0.0055	4.17E-4	0.8816	0.004049	382.1	0.00305	Global search reduced cost.
729	80	1	1	0.2939400279146182	0.005501	4.09E-4	0.8845	0.004029	385.1	0.00307	Exploration base, Delta = 1.0.
730	80	2	1	0.29458068505713464	0.0055	4.09E-4	0.8845	0.004029	385.1	0.00307	Cost not reduced at c1-dc1.
731	80	3	1	0.2940364179094001	0.005502	4.09E-4	0.8845	0.004029	385.1	0.00307	Cost not reduced at c1+dc1.
732	80	4	1	0.2939850534871513	0.005501	4.08E-4	0.8845	0.004029	385.1	0.00307	Cost not reduced at c2-dc2.
733	80	5	1	0.2939035604019788	0.005501	4.1E-4	0.8845	0.004029	385.1	0.00307	Cost reduced     at c2+dc2.
734	80	6	1	0.293877041716961	0.005501	4.1E-4	0.8846	0.004029	385.1	0.00307	Cost reduced     at cs1+dcs1.
735	80	7	1	0.29403700378396896	0.005501	4.1E-4	0.8846	0.004028	385.1	0.00307	Cost not reduced at cs2-dcs2.
736	80	8	1	0.2938968326398067	0.005501	4.1E-4	0.8846	0.00403	385.1	0.00307	Cost not reduced at cs2+dcs2.
737	80	9	1	0.29387677831441344	0.005501	4.1E-4	0.8846	0.004029	385.2	0.00307	Cost reduced     at RPar+dRPar.
738	80	10	1	0.29440072235134374	0.005501	4.1E-4	0.8846	0.004029	385.2	0.00308	Cost not reduced at RSer+dRSer.
739	80	11	1	0.2938661536786998	0.005501	4.1E-4	0.8846	0.004029	385.2	0.00306	Cost reduced     at RSer-dRSer.
739	80	12	1	0.2938661536786998	0.005501	4.1E-4	0.8846	0.004029	385.2	0.00306	Global search reduced cost.
740	81	1	1	0.29306924828198816	0.005502	4.03E-4	0.8876	0.004009	388.3	0.00307	Exploration base, Delta = 1.0.
741	81	2	1	0.29306549775698454	0.005501	4.03E-4	0.8876	0.004009	388.3	0.00307	Cost reduced     at c1-dc1.
742	81	3	1	0.29300301468104106	0.005501	4.04E-4	0.8876	0.004009	388.3	0.00307	Cost reduced     at c2+dc2.
743	81	4	1	0.2929752751035187	0.005501	4.04E-4	0.8877	0.004009	388.3	0.00307	Cost reduced     at cs1+dcs1.
744	81	5	1	0.2931385718014259	0.005501	4.04E-4	0.8877	0.004008	388.3	0.00307	Cost not reduced at cs2-dcs2.
745	81	6	1	0.2929923321369817	0.005501	4.04E-4	0.8877	0.00401	388.3	0.00307	Cost not reduced at cs2+dcs2.
746	81	7	1	0.2929750010711201	0.005501	4.04E-4	0.8877	0.004009	388.4	0.00307	Cost reduced     at RPar+dRPar.
747	81	8	1	0.29298011954520503	0.005501	4.04E-4	0.8877	0.004009	388.4	0.00306	Cost not reduced at RSer-dRSer.
748	81	9	1	0.29298350626555325	0.005501	4.04E-4	0.8877	0.004009	388.4	0.00308	Cost not reduced at RSer+dRSer.
746	81	10	1	0.2929750010711201	0.005501	4.04E-4	0.8877	0.004009	388.4	0.00307	Global search reduced cost.
749	82	1	1	0.29245694243577214	0.005501	3.98E-4	0.8908	0.003989	391.6	0.00308	Exploration base, Delta = 1.0.
750	82	2	1	0.29285368481528995	0.0055	3.98E-4	0.8908	0.003989	391.6	0.00308	Cost not reduced at c1-dc1.
751	82	3	1	0.29220086379890664	0.005502	3.98E-4	0.8908	0.003989	391.6	0.00308	Cost reduced     at c1+dc1.
752	82	4	1	0.292122939558076	0.005502	3.99E-4	0.8908	0.003989	391.6	0.00308	Cost reduced     at c2+dc2.
753	82	5	1	0.2920935083080118	0.005502	3.99E-4	0.8909	0.003989	391.6	0.00308	Cost reduced     at cs1+dcs1.
754	82	6	1	0.2920820427295219	0.005502	3.99E-4	0.8909	0.003988	391.6	0.00308	Cost reduced     at cs2-dcs2.
755	82	7	1	0.2920817746268418	0.005502	3.99E-4	0.8909	0.003988	391.7	0.00308	Cost reduced     at RPar+dRPar.
756	82	8	1	0.29216464473058074	0.005502	3.99E-4	0.8909	0.003988	391.7	0.00307	Cost not reduced at RSer-dRSer.
757	82	9	1	0.2920779625024446	0.005502	3.99E-4	0.8909	0.003988	391.7	0.00309	Cost reduced     at RSer+dRSer.
757	82	10	1	0.2920779625024446	0.005502	3.99E-4	0.8909	0.003988	391.7	0.00309	Global search reduced cost.
758	83	1	1	0.29108996069380555	0.005503	3.94E-4	0.8941	0.003967	395.0	0.00311	Exploration base, Delta = 1.0.
759	83	2	1	0.2907882596734017	0.005504	3.94E-4	0.8941	0.003967	395.0	0.00311	Cost reduced     at c1+dc1.
760	83	3	1	0.2907842613148417	0.005504	3.95E-4	0.8941	0.003967	395.0	0.00311	Cost reduced     at c2+dc2.
761	83	4	1	0.29075422657319655	0.005504	3.95E-4	0.8942	0.003967	395.0	0.00311	Cost reduced     at cs1+dcs1.
762	83	5	1	0.290744035771917	0.005504	3.95E-4	0.8942	0.003966	395.0	0.00311	Cost reduced     at cs2-dcs2.
763	83	6	1	0.2907437809613908	0.005504	3.95E-4	0.8942	0.003966	395.1	0.00311	Cost reduced     at RPar+dRPar.
764	83	7	1	0.290679056875698	0.005504	3.95E-4	0.8942	0.003966	395.1	0.00312	Cost reduced     at RSer+dRSer.
764	83	8	1	0.290679056875698	0.005504	3.95E-4	0.8942	0.003966	395.1	0.00312	Global search reduced cost.
765	84	1	1	0.28931174167861007	0.005506	3.91E-4	0.8975	0.003944	398.5	0.00315	Exploration base, Delta = 1.0.
766	84	2	1	0.2892703844922071	0.005507	3.91E-4	0.8975	0.003944	398.5	0.00315	Cost reduced     at c1+dc1.
767	84	3	1	0.28925263058284745	0.005507	3.92E-4	0.8975	0.003944	398.5	0.00315	Cost reduced     at c2+dc2.
768	84	4	1	0.2892235662778358	0.005507	3.92E-4	0.8976	0.003944	398.5	0.00315	Cost reduced     at cs1+dcs1.
769	84	5	1	0.2892128163540231	0.005507	3.92E-4	0.8976	0.003943	398.5	0.00315	Cost reduced     at cs2-dcs2.
770	84	6	1	0.28921258731152666	0.005507	3.92E-4	0.8976	0.003943	398.6	0.00315	Cost reduced     at RPar+dRPar.
771	84	7	1	0.28914296035842246	0.005507	3.92E-4	0.8976	0.003943	398.6	0.00316	Cost reduced     at RSer+dRSer.
771	84	8	1	0.28914296035842246	0.005507	3.92E-4	0.8976	0.003943	398.6	0.00316	Global search reduced cost.
772	85	1	1	0.28793383281557267	0.00551	3.89E-4	0.901	0.00392	402.1	0.0032	Exploration base, Delta = 1.0.
773	85	2	1	0.2882640149660484	0.005511	3.89E-4	0.901	0.00392	402.1	0.0032	Cost not reduced at c1+dc1.
774	85	3	1	0.2878222477865343	0.005509	3.89E-4	0.901	0.00392	402.1	0.0032	Cost reduced     at c1-dc1.
775	85	4	1	0.2878292676174464	0.005509	3.9E-4	0.901	0.00392	402.1	0.0032	Cost not reduced at c2+dc2.
776	85	5	1	0.2878240901347987	0.005509	3.88E-4	0.901	0.00392	402.1	0.0032	Cost not reduced at c2-dc2.
777	85	6	1	0.2877945261077323	0.005509	3.89E-4	0.9011	0.00392	402.1	0.0032	Cost reduced     at cs1+dcs1.
778	85	7	1	0.28777864326822394	0.005509	3.89E-4	0.9011	0.003919	402.1	0.0032	Cost reduced     at cs2-dcs2.
779	85	8	1	0.2877784218936378	0.005509	3.89E-4	0.9011	0.003919	402.2	0.0032	Cost reduced     at RPar+dRPar.
780	85	9	1	0.28779884182236587	0.005509	3.89E-4	0.9011	0.003919	402.2	0.00321	Cost not reduced at RSer+dRSer.
781	85	10	1	0.28785063711561326	0.005509	3.89E-4	0.9011	0.003919	402.2	0.00319	Cost not reduced at RSer-dRSer.
779	85	11	1	0.2877784218936378	0.005509	3.89E-4	0.9011	0.003919	402.2	0.0032	Global search reduced cost.
782	86	1	1	0.28655799506388807	0.005511	3.86E-4	0.9046	0.003895	405.8	0.00324	Exploration base, Delta = 1.0.
783	86	2	1	0.2864667151533712	0.00551	3.86E-4	0.9046	0.003895	405.8	0.00324	Cost reduced     at c1-dc1.
784	86	3	1	0.2864707891357158	0.00551	3.87E-4	0.9046	0.003895	405.8	0.00324	Cost not reduced at c2+dc2.
785	86	4	1	0.28647162832513967	0.00551	3.85E-4	0.9046	0.003895	405.8	0.00324	Cost not reduced at c2-dc2.
786	86	5	1	0.28643947171441436	0.00551	3.86E-4	0.9047	0.003895	405.8	0.00324	Cost reduced     at cs1+dcs1.
787	86	6	1	0.2864197992806479	0.00551	3.86E-4	0.9047	0.003894	405.8	0.00324	Cost reduced     at cs2-dcs2.
788	86	7	1	0.2864195775489643	0.00551	3.86E-4	0.9047	0.003894	405.9	0.00324	Cost reduced     at RPar+dRPar.
789	86	8	1	0.286461517921266	0.00551	3.86E-4	0.9047	0.003894	405.9	0.00325	Cost not reduced at RSer+dRSer.
790	86	9	1	0.2864577693167505	0.00551	3.86E-4	0.9047	0.003894	405.9	0.00323	Cost not reduced at RSer-dRSer.
788	86	10	1	0.2864195775489643	0.00551	3.86E-4	0.9047	0.003894	405.9	0.00324	Global search reduced cost.
791	87	1	1	0.28507172547930715	0.005511	3.83E-4	0.9083	0.003869	409.6	0.00328	Exploration base, Delta = 1.0.
792	87	2	1	0.2851148810404697	0.00551	3.83E-4	0.9083	0.003869	409.6	0.00328	Cost not reduced at c1-dc1.
793	87	3	1	0.28536150696580803	0.005512	3.83E-4	0.9083	0.003869	409.6	0.00328	Cost not reduced at c1+dc1.
794	87	4	1	0.28507361614601223	0.005511	3.84E-4	0.9083	0.003869	409.6	0.00328	Cost not reduced at c2+dc2.
795	87	5	1	0.2850778781056331	0.005511	3.82E-4	0.9083	0.003869	409.6	0.00328	Cost not reduced at c2-dc2.
796	87	6	1	0.2850450257696144	0.005511	3.83E-4	0.9084	0.003869	409.6	0.00328	Cost reduced     at cs1+dcs1.
